N,N_over_sample_expression,T,checker_absolute_difference,condition_number,d,error_over_sigma2_dk_over_NT,eta1,eta2,exact_rip_delta,factor,factor_value,final_parameter_error,final_relative_squared_error,first_hit_iteration,independent_final_error,initial_parameter_error,initial_relative_squared_error,k,permuted_task_control,route,sample_expression_without_hidden_constant,seed,sigma,sigma2_dk_over_NT,sigma_1_M_star,sigma_k_M_star,truth_factor_balance_residual
800,946.9696969696968,16,0.0,1.0000000000000007,512,1.1307454598265183,0.04999999999999998,0.19999999999999993,0.0,d,512,7.236770942889717e-05,0.0002894708377155886,150,7.236770942889717e-05,0.2499996571090509,0.999998628436203,4,False,iteration,0.8448000000000002,8301,0.02,6.4e-05,1.0000000000000004,0.9999999999999999,1.3148174720347448e-15
800,946.9696969696961,16,2.710505431213761e-20,1.0000000000000004,512,0.9955090056458635,0.05,0.2,0.0,d,512,6.371257636133526e-05,0.00025485030544534105,155,6.371257636133529e-05,0.2500010012211674,1.0000040048846697,4,False,iteration,0.8448000000000008,8302,0.02,6.4e-05,1.0,0.9999999999999996,1.5680990957105855e-15
800,946.969696969697,16,1.3552527156068805e-20,1.0000000000000004,512,1.0584856868306014,0.04999999999999998,0.19999999999999993,0.0,d,512,6.774308395715849e-05,0.000270972335828634,168,6.774308395715848e-05,0.2499994052204349,0.9999976208817398,4,False,iteration,0.8448,8303,0.02,6.4e-05,1.0000000000000004,1.0,4.583957856030948e-16
800,946.9696969696963,16,0.0,1.0,512,1.0227475730509006,0.05000000000000002,0.20000000000000007,0.0,d,512,6.545584467525764e-05,0.0002618233787010305,162,6.545584467525764e-05,0.2500005701218679,1.0000022804874706,4,False,iteration,0.8448000000000006,8304,0.02,6.4e-05,0.9999999999999997,0.9999999999999997,8.504286314716132e-16
800,946.9696969696967,16,1.3552527156068805e-20,1.0000000000000004,512,1.0132465736721443,0.04999999999999999,0.19999999999999996,0.0,d,512,6.484778071501724e-05,0.00025939112286006905,166,6.484778071501725e-05,0.24999838484670678,0.999993539386827,4,False,iteration,0.8448000000000003,8305,0.02,6.4e-05,1.0000000000000002,0.9999999999999998,8.886690925236002e-16
800,946.9696969696967,16,2.710505431213761e-20,1.0000000000000007,512,0.9874949417568428,0.04999999999999998,0.19999999999999993,0.0,d,512,6.319967627243794e-05,0.00025279870508975176,190,6.319967627243797e-05,0.25000004867008535,1.0000001946803414,4,False,iteration,0.8448000000000003,8306,0.02,6.4e-05,1.0000000000000004,0.9999999999999998,8.490949317995727e-16
800,480.76923076923043,16,1.0842021724855044e-19,1.0000000000000007,1024,1.0794183353675084,0.04999999999999999,0.19999999999999996,0.0,d,1024,0.00013816554692704108,0.0005526621877081648,184,0.0001381655469270412,0.24999995573752234,0.9999998229500898,4,False,iteration,1.6640000000000013,8301,0.02,0.000128,1.0000000000000002,0.9999999999999997,1.1596056682767394e-15
800,480.76923076923043,16,5.421010862427522e-20,1.0000000000000002,1024,0.9908406895580215,0.05000000000000001,0.20000000000000004,0.0,d,1024,0.00012682760826342675,0.0005073104330537068,190,0.0001268276082634267,0.25000034630044715,1.0000013852017884,4,False,iteration,1.6640000000000013,8302,0.02,0.000128,0.9999999999999999,0.9999999999999997,7.502981588126363e-16
800,480.76923076923043,16,5.421010862427522e-20,1.0000000000000007,1024,0.9934800318927619,0.04999999999999999,0.19999999999999996,0.0,d,1024,0.00012716544408227352,0.000508661776329094,167,0.00012716544408227347,0.24999977394627965,0.9999990957851189,4,False,iteration,1.6640000000000013,8303,0.02,0.000128,1.0000000000000002,0.9999999999999997,3.550447214636997e-16
800,480.76923076923055,16,2.710505431213761e-20,1.0000000000000004,1024,1.0154249485042302,0.04999999999999999,0.19999999999999996,0.0,d,1024,0.00012997439340854146,0.0005198975736341657,161,0.00012997439340854143,0.25000080872644165,1.000003234905766,4,False,iteration,1.6640000000000008,8304,0.02,0.000128,1.0000000000000002,0.9999999999999998,6.257437146289252e-16
800,480.7692307692307,16,5.421010862427522e-20,1.0000000000000002,1024,1.004805619568646,0.04999999999999999,0.19999999999999996,0.0,d,1024,0.00012861511930478667,0.0005144604772191468,162,0.00012861511930478673,0.24999989443109127,0.9999995777243651,4,False,iteration,1.6640000000000001,8305,0.02,0.000128,1.0000000000000002,1.0,1.5095412058468819e-15
800,480.76923076923043,16,2.710505431213761e-20,1.0,1024,0.984157591185458,0.05000000000000002,0.20000000000000007,0.0,d,1024,0.0001259721716717386,0.0005038886866869547,232,0.00012597217167173858,0.24999961943635013,0.9999984777454012,4,False,iteration,1.6640000000000013,8306,0.02,0.000128,0.9999999999999997,0.9999999999999997,1.3221507884909283e-15
800,1893.9393939393935,16,1.3552527156068805e-20,1.0000000000000004,512,1.076586214876046,0.04999999999999999,0.19999999999999996,0.0,k,2,3.4450758876033476e-05,0.00027560607100826775,173,3.445075887603349e-05,0.12500026936147762,1.0000021548918208,2,False,iteration,0.4224000000000001,8301,0.02,3.2e-05,1.0000000000000002,0.9999999999999999,4.965124490008802e-16
800,1893.9393939393933,16,6.776263578034403e-21,1.0000000000000002,512,0.9777730768898477,0.05,0.2,0.0,k,2,3.1288738460475125e-05,0.000250309907683801,172,3.128873846047513e-05,0.12500019901899012,1.0000015921519207,2,False,iteration,0.42240000000000016,8302,0.02,3.2e-05,1.0,0.9999999999999998,6.753227850014633e-16
800,1893.9393939393935,16,1.3552527156068805e-20,1.0000000000000002,512,1.0423213056546115,0.05,0.2,0.0,k,2,3.335428178094757e-05,0.0002668342542475805,148,3.335428178094758e-05,0.12499976543574315,0.9999981234859449,2,False,iteration,0.4224000000000001,8303,0.02,3.2e-05,1.0,0.9999999999999999,2.3737813726218517e-16
800,1893.9393939393933,16,6.776263578034403e-21,1.0000000000000002,512,1.0626729652076534,0.05,0.2,0.0,k,2,3.400553488664491e-05,0.00027204427909315927,139,3.40055348866449e-05,0.12499919123409156,0.9999935298727323,2,False,iteration,0.42240000000000016,8304,0.02,3.2e-05,1.0,0.9999999999999998,1.1762614971979577e-16
800,1893.9393939393933,16,1.3552527156068805e-20,1.0000000000000002,512,1.0276361152107236,0.05,0.2,0.0,k,2,3.288435568674315e-05,0.00026307484549394517,205,3.2884355686743167e-05,0.12499986733860152,0.9999989387088122,2,False,iteration,0.42240000000000016,8305,0.02,3.2e-05,1.0,0.9999999999999998,1.7931863506896892e-16
800,1893.9393939393947,16,6.776263578034403e-21,1.0,512,1.0747700520501338,0.04999999999999999,0.19999999999999996,0.0,k,2,3.4392641665604276e-05,0.0002751411333248341,150,3.439264166560427e-05,0.1249998338107862,0.9999986704862892,2,False,iteration,0.42239999999999983,8306,0.02,3.2e-05,1.0000000000000002,1.0000000000000002,8.019773005902393e-16
800,946.9696969696968,16,0.0,1.0000000000000007,512,1.1307454598265183,0.04999999999999998,0.19999999999999993,0.0,k,4,7.236770942889717e-05,0.0002894708377155886,150,7.236770942889717e-05,0.2499996571090509,0.999998628436203,4,False,iteration,0.8448000000000002,8301,0.02,6.4e-05,1.0000000000000004,0.9999999999999999,1.3148174720347448e-15
800,946.9696969696961,16,2.710505431213761e-20,1.0000000000000004,512,0.9955090056458635,0.05,0.2,0.0,k,4,6.371257636133526e-05,0.00025485030544534105,155,6.371257636133529e-05,0.2500010012211674,1.0000040048846697,4,False,iteration,0.8448000000000008,8302,0.02,6.4e-05,1.0,0.9999999999999996,1.5680990957105855e-15
800,946.969696969697,16,1.3552527156068805e-20,1.0000000000000004,512,1.0584856868306014,0.04999999999999998,0.19999999999999993,0.0,k,4,6.774308395715849e-05,0.000270972335828634,168,6.774308395715848e-05,0.2499994052204349,0.9999976208817398,4,False,iteration,0.8448,8303,0.02,6.4e-05,1.0000000000000004,1.0,4.583957856030948e-16
800,946.9696969696963,16,0.0,1.0,512,1.0227475730509006,0.05000000000000002,0.20000000000000007,0.0,k,4,6.545584467525764e-05,0.0002618233787010305,162,6.545584467525764e-05,0.2500005701218679,1.0000022804874706,4,False,iteration,0.8448000000000006,8304,0.02,6.4e-05,0.9999999999999997,0.9999999999999997,8.504286314716132e-16
800,946.9696969696967,16,1.3552527156068805e-20,1.0000000000000004,512,1.0132465736721443,0.04999999999999999,0.19999999999999996,0.0,k,4,6.484778071501724e-05,0.00025939112286006905,166,6.484778071501725e-05,0.24999838484670678,0.999993539386827,4,False,iteration,0.8448000000000003,8305,0.02,6.4e-05,1.0000000000000002,0.9999999999999998,8.886690925236002e-16
800,946.9696969696967,16,2.710505431213761e-20,1.0000000000000007,512,0.9874949417568428,0.04999999999999998,0.19999999999999993,0.0,k,4,6.319967627243794e-05,0.00025279870508975176,190,6.319967627243797e-05,0.25000004867008535,1.0000001946803414,4,False,iteration,0.8448000000000003,8306,0.02,6.4e-05,1.0000000000000004,0.9999999999999998,8.490949317995727e-16
800,631.313131313131,16,1.3552527156068805e-20,1.0000000000000007,512,1.0154326399666163,0.04999999999999999,0.19999999999999996,0.0,k,6,9.748153343679517e-05,0.0002599507558314538,168,9.748153343679515e-05,0.3750024989728582,1.000006663927622,6,False,iteration,1.2672000000000008,8301,0.02,9.6e-05,1.0000000000000002,0.9999999999999997,1.3043691720532766e-15
800,631.3131313131308,16,1.3552527156068805e-20,1.0000000000000007,512,0.9838156927496299,0.04999999999999999,0.19999999999999996,0.0,k,6,9.444630650396447e-05,0.00025185681734390535,151,9.444630650396446e-05,0.3749982673353044,0.9999953795608122,6,False,iteration,1.267200000000001,8302,0.02,9.6e-05,1.0000000000000002,0.9999999999999996,1.396868990121351e-15
800,631.3131313131314,16,2.710505431213761e-20,1.0000000000000002,512,1.0285503452352671,0.04999999999999999,0.19999999999999996,0.0,k,6,9.874083314258565e-05,0.00026330888838022845,159,9.874083314258562e-05,0.37499989333690603,0.9999997155650827,6,False,iteration,1.2671999999999999,8303,0.02,9.6e-05,1.0000000000000002,1.0,1.7308568100737106e-15
800,631.3131313131313,16,2.710505431213761e-20,1.0000000000000004,512,1.0022207702802668,0.04999999999999999,0.19999999999999996,0.0,k,6,9.621319394690562e-05,0.00025656851719174824,152,9.62131939469056e-05,0.37499913779270355,0.9999977007805424,6,False,iteration,1.2672,8304,0.02,9.6e-05,1.0000000000000002,0.9999999999999999,1.2657619419289976e-15
800,631.313131313131,16,2.710505431213761e-20,1.0000000000000009,512,1.0721086058563278,0.04999999999999998,0.19999999999999993,0.0,k,6,0.00010292242616220748,0.00027445980309921995,164,0.00010292242616220751,0.37499950353157835,0.9999986760842087,6,False,iteration,1.2672000000000008,8305,0.02,9.6e-05,1.0000000000000004,0.9999999999999997,6.557494717400671e-16
800,631.3131313131305,16,1.3552527156068805e-20,1.0000000000000009,512,0.993747367737144,0.04999999999999999,0.19999999999999996,0.0,k,6,9.539974730276582e-05,0.0002543993261407089,164,9.539974730276581e-05,0.37499972131010184,0.9999992568269384,6,False,iteration,1.2672000000000017,8306,0.02,9.6e-05,1.0000000000000002,0.9999999999999993,1.2353310820224876e-15
800,473.4848484848479,16,0.0,1.0000000000000009,512,1.0338762654239821,0.04999999999999999,0.19999999999999996,0.0,k,8,0.0001323361619742697,0.0002646723239485395,202,0.0001323361619742697,0.4999984339423955,0.9999968678847914,8,False,iteration,1.6896000000000022,8301,0.02,0.000128,1.0000000000000002,0.9999999999999993,1.4094213478457243e-15
800,473.48484848484816,16,0.0,1.0000000000000007,512,1.0267334967586974,0.04999999999999999,0.19999999999999996,0.0,k,8,0.00013142188758511326,0.0002628437751702266,154,0.00013142188758511326,0.4999996160990246,0.9999992321980492,8,False,iteration,1.689600000000001,8302,0.02,0.000128,1.0000000000000002,0.9999999999999997,1.31234971424153e-15
800,473.48484848484804,16,0.0,1.0000000000000007,512,1.007196701617231,0.04999999999999999,0.19999999999999996,0.0,k,8,0.00012892117780700555,0.00025784235561401115,187,0.00012892117780700555,0.4999977320379058,0.9999954640758121,8,False,iteration,1.6896000000000015,8303,0.02,0.000128,1.0000000000000002,0.9999999999999996,1.8891139591591142e-15
800,473.48484848484816,16,2.710505431213761e-20,1.0000000000000004,512,1.0218293320631173,0.05,0.2,0.0,k,8,0.000130794154504079,0.00026158830900815814,190,0.00013079415450407899,0.500001399007883,1.0000027980157664,8,False,iteration,1.689600000000001,8304,0.02,0.000128,1.0,0.9999999999999997,1.6043232651941547e-15
800,473.4848484848483,16,5.421010862427522e-20,1.0000000000000007,512,1.0345785762962139,0.04999999999999998,0.19999999999999993,0.0,k,8,0.00013242605776591536,0.0002648521155318307,194,0.0001324260577659153,0.49999867729428105,0.999997354588562,8,False,iteration,1.6896000000000007,8305,0.02,0.000128,1.0000000000000004,0.9999999999999998,1.8143089764010275e-15
800,473.4848484848483,16,8.131516293641283e-20,1.0000000000000004,512,0.9952175292796329,0.04999999999999999,0.19999999999999996,0.0,k,8,0.000127387843747793,0.000254775687495586,156,0.00012738784374779293,0.4999989635963882,0.9999979271927762,8,False,iteration,1.6896000000000007,8306,0.02,0.000128,1.0000000000000002,0.9999999999999998,1.2551325977276685e-15
800,961.5384615384611,8,2.710505431213761e-20,1.0000000000000007,512,1.0805387114867862,0.04999999999999998,0.19999999999999993,0.0,T,8,0.0001383089550703086,0.0002766179101406172,161,0.00013830895507030858,0.5000001103680741,1.0000002207361487,4,False,iteration,0.8320000000000004,8301,0.02,0.000128,1.0000000000000004,0.9999999999999998,1.4244531303348738e-15
800,961.5384615384614,8,2.710505431213761e-20,1.0000000000000002,512,0.98492024747294,0.04999999999999999,0.19999999999999996,0.0,T,8,0.00012606979167653631,0.0002521395833530727,177,0.0001260697916765363,0.5000003959196408,1.000000791839282,4,False,iteration,0.8320000000000001,8302,0.02,0.000128,1.0000000000000002,1.0,1.289770966604459e-15
800,961.5384615384614,8,0.0,1.0000000000000002,512,1.0997637622295244,0.04999999999999999,0.19999999999999996,0.0,T,8,0.00014076976156537913,0.0002815395231307582,152,0.00014076976156537913,0.49999862883605156,0.9999972576721032,4,False,iteration,0.8320000000000001,8303,0.02,0.000128,1.0000000000000002,1.0,9.441816461902767e-16
800,961.5384615384614,8,0.0,1.0000000000000004,512,1.0164869681249633,0.04999999999999998,0.19999999999999993,0.0,T,8,0.0001301103319199953,0.0002602206638399906,160,0.0001301103319199953,0.4999988633427889,0.9999977266855783,4,False,iteration,0.8320000000000001,8304,0.02,0.000128,1.0000000000000004,1.0,1.0560523669039699e-15
800,961.5384615384612,8,2.710505431213761e-20,1.0000000000000007,512,0.9708021427942629,0.04999999999999998,0.19999999999999993,0.0,T,8,0.00012426267427766564,0.0002485253485553314,156,0.00012426267427766567,0.5000005684616204,1.0000011369232409,4,False,iteration,0.8320000000000003,8305,0.02,0.000128,1.0000000000000004,0.9999999999999999,1.2184268533965851e-15
800,961.5384615384611,8,5.421010862427522e-20,1.0000000000000004,512,0.9553191493618355,0.04999999999999999,0.19999999999999996,0.0,T,8,0.00012228085111831493,0.00024456170223662976,184,0.00012228085111831488,0.49999705879615775,0.9999941175923156,4,False,iteration,0.8320000000000004,8306,0.02,0.000128,1.0000000000000002,0.9999999999999998,8.675471878967596e-16
800,946.9696969696968,16,0.0,1.0000000000000007,512,1.1307454598265183,0.04999999999999998,0.19999999999999993,0.0,T,16,7.236770942889717e-05,0.0002894708377155886,150,7.236770942889717e-05,0.2499996571090509,0.999998628436203,4,False,iteration,0.8448000000000002,8301,0.02,6.4e-05,1.0000000000000004,0.9999999999999999,1.3148174720347448e-15
800,946.9696969696961,16,2.710505431213761e-20,1.0000000000000004,512,0.9955090056458635,0.05,0.2,0.0,T,16,6.371257636133526e-05,0.00025485030544534105,155,6.371257636133529e-05,0.2500010012211674,1.0000040048846697,4,False,iteration,0.8448000000000008,8302,0.02,6.4e-05,1.0,0.9999999999999996,1.5680990957105855e-15
800,946.969696969697,16,1.3552527156068805e-20,1.0000000000000004,512,1.0584856868306014,0.04999999999999998,0.19999999999999993,0.0,T,16,6.774308395715849e-05,0.000270972335828634,168,6.774308395715848e-05,0.2499994052204349,0.9999976208817398,4,False,iteration,0.8448,8303,0.02,6.4e-05,1.0000000000000004,1.0,4.583957856030948e-16
800,946.9696969696963,16,0.0,1.0,512,1.0227475730509006,0.05000000000000002,0.20000000000000007,0.0,T,16,6.545584467525764e-05,0.0002618233787010305,162,6.545584467525764e-05,0.2500005701218679,1.0000022804874706,4,False,iteration,0.8448000000000006,8304,0.02,6.4e-05,0.9999999999999997,0.9999999999999997,8.504286314716132e-16
800,946.9696969696967,16,1.3552527156068805e-20,1.0000000000000004,512,1.0132465736721443,0.04999999999999999,0.19999999999999996,0.0,T,16,6.484778071501724e-05,0.00025939112286006905,166,6.484778071501725e-05,0.24999838484670678,0.999993539386827,4,False,iteration,0.8448000000000003,8305,0.02,6.4e-05,1.0000000000000002,0.9999999999999998,8.886690925236002e-16
800,946.9696969696967,16,2.710505431213761e-20,1.0000000000000007,512,0.9874949417568428,0.04999999999999998,0.19999999999999993,0.0,T,16,6.319967627243794e-05,0.00025279870508975176,190,6.319967627243797e-05,0.25000004867008535,1.0000001946803414,4,False,iteration,0.8448000000000003,8306,0.02,6.4e-05,1.0000000000000004,0.9999999999999998,8.490949317995727e-16
800,919.1176470588234,32,6.776263578034403e-21,1.0000000000000004,512,1.0629690830165113,0.04999999999999998,0.19999999999999993,0.0,T,32,3.401501065652836e-05,0.0002721200852522268,172,3.401501065652835e-05,0.12500004294134084,1.0000003435307268,4,False,iteration,0.8704000000000001,8301,0.02,3.2e-05,1.0000000000000004,1.0,1.2535519067623848e-15
800,919.1176470588226,32,6.776263578034403e-21,1.0000000000000004,512,1.0489053895079672,0.05,0.2,0.0,T,32,3.356497246425495e-05,0.00026851977971403953,188,3.3564972464254955e-05,0.12499979622473653,0.9999983697978925,4,False,iteration,0.8704000000000008,8302,0.02,3.2e-05,1.0,0.9999999999999996,1.5196620065764036e-15
800,919.1176470588231,32,0.0,1.0000000000000004,512,1.0657894830186263,0.04999999999999999,0.19999999999999996,0.0,T,32,3.410526345659604e-05,0.00027284210765276824,158,3.410526345659604e-05,0.12499970665899468,0.9999976532719571,4,False,iteration,0.8704000000000004,8303,0.02,3.2e-05,1.0000000000000002,0.9999999999999998,8.429010697173858e-16
800,919.1176470588229,32,0.0,1.0000000000000009,512,0.9858167912771318,0.04999999999999998,0.19999999999999993,0.0,T,32,3.154613732086822e-05,0.00025236909856694574,162,3.154613732086822e-05,0.12499953927980137,0.9999963142384114,4,False,iteration,0.8704000000000006,8304,0.02,3.2e-05,1.0000000000000004,0.9999999999999997,8.170230940911263e-16
800,919.1176470588229,32,0.0,1.0000000000000009,512,1.0152063518575927,0.04999999999999998,0.19999999999999993,0.0,T,32,3.248660325944296e-05,0.00025989282607554376,201,3.248660325944296e-05,0.12500000414673917,1.0000000331739138,4,False,iteration,0.8704000000000006,8305,0.02,3.2e-05,1.0000000000000004,0.9999999999999997,8.160121489981391e-16
800,919.1176470588229,32,6.776263578034403e-21,1.0000000000000004,512,1.0426748834063295,0.05,0.2,0.0,T,32,3.3365596269002546e-05,0.0002669247701520204,165,3.336559626900255e-05,0.12500056625554998,1.0000045300443998,4,False,iteration,0.8704000000000006,8306,0.02,3.2e-05,1.0,0.9999999999999997,9.940318300312657e-16
800,868.0555555555549,64,3.3881317890172014e-21,1.0000000000000007,512,1.1469908434258265,0.04999999999999999,0.19999999999999996,0.0,T,64,1.8351853494813223e-05,0.0002936296559170115,178,1.8351853494813227e-05,0.06249985907211311,0.9999977451538099,4,False,iteration,0.9216000000000008,8301,0.02,1.6e-05,1.0000000000000002,0.9999999999999997,1.341340267056034e-15
800,868.0555555555553,64,0.0,1.0000000000000004,512,1.1638957255426592,0.04999999999999999,0.19999999999999996,0.0,T,64,1.8622331608682546e-05,0.0002979573057389208,153,1.8622331608682546e-05,0.062499736898749214,0.9999957903799876,4,False,iteration,0.9216000000000003,8302,0.02,1.6e-05,1.0000000000000002,0.9999999999999999,1.187079546566184e-15
800,868.0555555555554,64,0.0,1.0000000000000004,512,1.088911975292787,0.04999999999999998,0.19999999999999993,0.0,T,64,1.742259160468459e-05,0.0002787614656749534,191,1.742259160468459e-05,0.06250017264454304,1.0000027623126881,4,False,iteration,0.9216000000000001,8303,0.02,1.6e-05,1.0000000000000004,1.0,9.872103188768507e-16
800,868.0555555555554,64,0.0,1.0000000000000007,512,1.0569173876487703,0.04999999999999997,0.19999999999999987,0.0,T,64,1.6910678202380325e-05,0.00027057085123808515,175,1.6910678202380325e-05,0.06250012326746347,1.0000019722794153,4,False,iteration,0.9216000000000001,8304,0.02,1.6e-05,1.0000000000000007,1.0,1.2293737627350003e-15
800,868.0555555555549,64,3.3881317890172014e-21,1.0000000000000004,512,1.0901362326862563,0.05,0.2,0.0,T,64,1.74421797229801e-05,0.00027907487556768165,182,1.7442179722980103e-05,0.06250014748452923,1.0000023597524677,4,False,iteration,0.9216000000000008,8305,0.02,1.6e-05,1.0,0.9999999999999997,7.960987006752242e-16
800,868.0555555555551,64,6.776263578034403e-21,1.0000000000000002,512,1.1210753597584031,0.05,0.2,0.0,T,64,1.793720575613445e-05,0.0002869952920981513,155,1.7937205756134456e-05,0.06250027727019924,1.0000044363231881,4,False,iteration,0.9216000000000005,8306,0.02,1.6e-05,1.0,0.9999999999999998,8.992151797732647e-16
200,236.7424242424242,16,0.0,1.0000000000000007,512,1.1303317489316969,0.04999999999999998,0.19999999999999993,0.0,N,200,0.0002893649277265144,0.0011574597109060567,150,0.0002893649277265144,0.2499996571090509,0.999998628436203,4,False,iteration,0.8448000000000002,8301,0.02,0.000256,1.0000000000000004,0.9999999999999999,1.3148174720347448e-15
200,236.74242424242402,16,5.421010862427522e-20,1.0000000000000004,512,0.9957587455135252,0.05,0.2,0.0,N,200,0.00025491423885146245,0.0010196569554058498,155,0.0002549142388514624,0.2500010012211674,1.0000040048846697,4,False,iteration,0.8448000000000008,8302,0.02,0.000256,1.0,0.9999999999999996,1.5680990957105855e-15
200,236.74242424242425,16,0.0,1.0000000000000004,512,1.0584847518875375,0.04999999999999998,0.19999999999999993,0.0,N,200,0.0002709720964832096,0.0010838883859328383,168,0.0002709720964832096,0.2499994052204349,0.9999976208817398,4,False,iteration,0.8448,8303,0.02,0.000256,1.0000000000000004,1.0,4.583957856030948e-16
200,236.74242424242408,16,5.421010862427522e-20,1.0,512,1.0226741933419883,0.05000000000000002,0.20000000000000007,0.0,N,200,0.00026180459349554896,0.0010472183739821954,162,0.0002618045934955489,0.2500005701218679,1.0000022804874706,4,False,iteration,0.8448000000000006,8304,0.02,0.000256,0.9999999999999997,0.9999999999999997,8.504286314716132e-16
200,236.74242424242416,16,1.0842021724855044e-19,1.0000000000000004,512,1.0134754241948858,0.04999999999999999,0.19999999999999996,0.0,N,200,0.00025944970859389073,0.0010377988343755634,167,0.00025944970859389084,0.24999838484670678,0.999993539386827,4,False,iteration,0.8448000000000003,8305,0.02,0.000256,1.0000000000000002,0.9999999999999998,8.886690925236002e-16
