K1_eta1_sigma_k,N,N_over_sample_expression,T,checker_absolute_difference,d,eta1,eta2,exact_rip_delta,factor,factor_value,final_normalized_stacked_distance_squared,final_stacked_distance_squared,initial_normalized_stacked_distance_squared,initial_stacked_distance_squared,k,kappa,permuted_task_control,realized_condition_number,realized_sigma_k_M_star,sample_expression_without_hidden_constants,seed,sigma,sigma_1_M_star,sigma_k,sigma_squared,success
80.0,1024,39.99999999999999,32,0.0,128,0.05,0.2,0.0,sigma_squared,0.04,0.002735929635939015,0.021887437087512118,0.9969519953735622,7.975615962988496,4,1.0,False,1.0,1.0,25.600000000000005,8605,0.2,1.0,1.0,0.04000000000000001,True
80.0,2048,79.99999999999999,32,0.0,128,0.05,0.2,0.0,sigma_squared,0.04,0.0014780553612526717,0.011824442890021374,0.9971022419861009,7.976817935888807,4,1.0,False,1.0,1.0,25.600000000000005,8601,0.2,1.0,1.0,0.04000000000000001,True
80.0,2048,79.99999999999999,32,0.0,128,0.05,0.2,0.0,sigma_squared,0.04,0.0014322629130474396,0.011458103304379519,0.9981772226702532,7.9854177813620275,4,1.0,False,1.0,1.0,25.600000000000005,8602,0.2,1.0,1.0,0.04000000000000001,True
80.0,2048,79.99999999999999,32,0.0,128,0.05,0.2,0.0,sigma_squared,0.04,0.0015326767066784351,0.012261413653427481,0.9973183693427953,7.978546954742362,4,1.0,False,1.0,1.0,25.600000000000005,8603,0.2,1.0,1.0,0.04000000000000001,True
80.0,2048,79.99999999999999,32,1.734723475976807e-18,128,0.05,0.2,0.0,sigma_squared,0.04,0.0014739115305482603,0.011791292244386086,0.9968945939162273,7.97515675132982,4,1.0,False,1.0,1.0,25.600000000000005,8604,0.2,1.0,1.0,0.04000000000000001,True
80.0,2048,79.99999999999999,32,1.734723475976807e-18,128,0.05,0.2,0.0,sigma_squared,0.04,0.0013718475318934126,0.010974780255147299,0.9969519953735622,7.975615962988496,4,1.0,False,1.0,1.0,25.600000000000005,8605,0.2,1.0,1.0,0.04000000000000001,True
80.0,4096,159.99999999999997,32,0.0,128,0.05,0.2,0.0,sigma_squared,0.04,0.0007394951313524285,0.005915961050819428,0.9971022419861009,7.976817935888807,4,1.0,False,1.0,1.0,25.600000000000005,8601,0.2,1.0,1.0,0.04000000000000001,True
80.0,4096,159.99999999999997,32,0.0,128,0.05,0.2,0.0,sigma_squared,0.04,0.000716584247857815,0.005732673982862521,0.9981772226702532,7.9854177813620275,4,1.0,False,1.0,1.0,25.600000000000005,8602,0.2,1.0,1.0,0.04000000000000001,True
80.0,4096,159.99999999999997,32,8.673617379884035e-19,128,0.05,0.2,0.0,sigma_squared,0.04,0.0007649995465557956,0.0061199963724463645,0.9973183693427953,7.978546954742362,4,1.0,False,1.0,1.0,25.600000000000005,8603,0.2,1.0,1.0,0.04000000000000001,True
80.0,4096,159.99999999999997,32,8.673617379884035e-19,128,0.05,0.2,0.0,sigma_squared,0.04,0.0007369322853076142,0.005895458282460915,0.9968945939162273,7.97515675132982,4,1.0,False,1.0,1.0,25.600000000000005,8604,0.2,1.0,1.0,0.04000000000000001,True
80.0,4096,159.99999999999997,32,0.0,128,0.05,0.2,0.0,sigma_squared,0.04,0.0006874019219135057,0.005499215375308045,0.9969519953735622,7.975615962988496,4,1.0,False,1.0,1.0,25.600000000000005,8605,0.2,1.0,1.0,0.04000000000000001,True
80.0,32,0.31249999999999994,32,0.0,128,0.05,0.2,0.0,sigma_squared,0.16,0.4141522914231055,3.313218331384844,0.9971022419861009,7.976817935888807,4,1.0,False,1.0,1.0,102.40000000000002,8601,0.4,1.0,1.0,0.16000000000000003,False
80.0,32,0.31249999999999994,32,0.0,128,0.05,0.2,0.0,sigma_squared,0.16,0.4196890310398428,3.357512248318743,0.9981772226702532,7.9854177813620275,4,1.0,False,1.0,1.0,102.40000000000002,8602,0.4,1.0,1.0,0.16000000000000003,False
80.0,32,0.31249999999999994,32,0.0,128,0.05,0.2,0.0,sigma_squared,0.16,0.4790284815336402,3.8322278522691215,0.9973183693427953,7.978546954742362,4,1.0,False,1.0,1.0,102.40000000000002,8603,0.4,1.0,1.0,0.16000000000000003,False
80.0,32,0.31249999999999994,32,4.440892098500626e-16,128,0.05,0.2,0.0,sigma_squared,0.16,0.40967698174852546,3.2774158539882046,0.9968945939162273,7.97515675132982,4,1.0,False,1.0,1.0,102.40000000000002,8604,0.4,1.0,1.0,0.16000000000000003,False
80.0,32,0.31249999999999994,32,0.0,128,0.05,0.2,0.0,sigma_squared,0.16,0.37915438299763665,3.0332350639810928,0.9969519953735622,7.975615962988496,4,1.0,False,1.0,1.0,102.40000000000002,8605,0.4,1.0,1.0,0.16000000000000003,False
80.0,64,0.6249999999999999,32,0.0,128,0.05,0.2,0.0,sigma_squared,0.16,0.19428794506063654,1.5543035604850923,0.9971022419861009,7.976817935888807,4,1.0,False,1.0,1.0,102.40000000000002,8601,0.4,1.0,1.0,0.16000000000000003,False
80.0,64,0.6249999999999999,32,0.0,128,0.05,0.2,0.0,sigma_squared,0.16,0.19233370992136906,1.538669679370953,0.9981772226702532,7.9854177813620275,4,1.0,False,1.0,1.0,102.40000000000002,8602,0.4,1.0,1.0,0.16000000000000003,False
80.0,64,0.6249999999999999,32,0.0,128,0.05,0.2,0.0,sigma_squared,0.16,0.22155657230043324,1.772452578403466,0.9973183693427953,7.978546954742362,4,1.0,False,1.0,1.0,102.40000000000002,8603,0.4,1.0,1.0,0.16000000000000003,False
80.0,64,0.6249999999999999,32,0.0,128,0.05,0.2,0.0,sigma_squared,0.16,0.197131195896845,1.5770495671747604,0.9968945939162273,7.97515675132982,4,1.0,False,1.0,1.0,102.40000000000002,8604,0.4,1.0,1.0,0.16000000000000003,False
80.0,64,0.6249999999999999,32,2.220446049250313e-16,128,0.05,0.2,0.0,sigma_squared,0.16,0.17685541302283167,1.4148433041826531,0.9969519953735622,7.975615962988496,4,1.0,False,1.0,1.0,102.40000000000002,8605,0.4,1.0,1.0,0.16000000000000003,False
80.0,128,1.2499999999999998,32,0.0,128,0.05,0.2,0.0,sigma_squared,0.16,0.09507048023079476,0.7605638418463581,0.9971022419861009,7.976817935888807,4,1.0,False,1.0,1.0,102.40000000000002,8601,0.4,1.0,1.0,0.16000000000000003,False
80.0,128,1.2499999999999998,32,1.1102230246251565e-16,128,0.05,0.2,0.0,sigma_squared,0.16,0.09302699660314236,0.744215972825139,0.9981772226702532,7.9854177813620275,4,1.0,False,1.0,1.0,102.40000000000002,8602,0.4,1.0,1.0,0.16000000000000003,False
80.0,128,1.2499999999999998,32,0.0,128,0.05,0.2,0.0,sigma_squared,0.16,0.10542023283257787,0.843361862660623,0.9973183693427953,7.978546954742362,4,1.0,False,1.0,1.0,102.40000000000002,8603,0.4,1.0,1.0,0.16000000000000003,False
80.0,128,1.2499999999999998,32,0.0,128,0.05,0.2,0.0,sigma_squared,0.16,0.0964091997857386,0.771273598285909,0.9968945939162273,7.97515675132982,4,1.0,False,1.0,1.0,102.40000000000002,8604,0.4,1.0,1.0,0.16000000000000003,False
80.0,128,1.2499999999999998,32,0.0,128,0.05,0.2,0.0,sigma_squared,0.16,0.08659932292699506,0.6927945834159603,0.9969519953735622,7.975615962988496,4,1.0,False,1.0,1.0,102.40000000000002,8605,0.4,1.0,1.0,0.16000000000000003,False
80.0,256,2.4999999999999996,32,5.551115123125783e-17,128,0.05,0.2,0.0,sigma_squared,0.16,0.04722021525248804,0.3777617220199043,0.9971022419861009,7.976817935888807,4,1.0,False,1.0,1.0,102.40000000000002,8601,0.4,1.0,1.0,0.16000000000000003,False
80.0,256,2.4999999999999996,32,0.0,128,0.05,0.2,0.0,sigma_squared,0.16,0.04596260521690072,0.36770084173520584,0.9981772226702532,7.9854177813620275,4,1.0,False,1.0,1.0,102.40000000000002,8602,0.4,1.0,1.0,0.16000000000000003,False
80.0,256,2.4999999999999996,32,5.551115123125783e-17,128,0.05,0.2,0.0,sigma_squared,0.16,0.051141990101396875,0.409135920811175,0.9973183693427953,7.978546954742362,4,1.0,False,1.0,1.0,102.40000000000002,8603,0.4,1.0,1.0,0.16000000000000003,False
80.0,256,2.4999999999999996,32,5.551115123125783e-17,128,0.05,0.2,0.0,sigma_squared,0.16,0.04765161687772686,0.38121293502181497,0.9968945939162273,7.97515675132982,4,1.0,False,1.0,1.0,102.40000000000002,8604,0.4,1.0,1.0,0.16000000000000003,False
80.0,256,2.4999999999999996,32,0.0,128,0.05,0.2,0.0,sigma_squared,0.16,0.04313795692396711,0.3451036553917368,0.9969519953735622,7.975615962988496,4,1.0,False,1.0,1.0,102.40000000000002,8605,0.4,1.0,1.0,0.16000000000000003,False
80.0,512,4.999999999999999,32,0.0,128,0.05,0.2,0.0,sigma_squared,0.16,0.023577558521187023,0.18862046816949618,0.9971022419861009,7.976817935888807,4,1.0,False,1.0,1.0,102.40000000000002,8601,0.4,1.0,1.0,0.16000000000000003,True
80.0,512,4.999999999999999,32,0.0,128,0.05,0.2,0.0,sigma_squared,0.16,0.022891941928704817,0.18313553542963856,0.9981772226702532,7.9854177813620275,4,1.0,False,1.0,1.0,102.40000000000002,8602,0.4,1.0,1.0,0.16000000000000003,True
80.0,512,4.999999999999999,32,0.0,128,0.05,0.2,0.0,sigma_squared,0.16,0.025118507634012622,0.20094806107210098,0.9973183693427953,7.978546954742362,4,1.0,False,1.0,1.0,102.40000000000002,8603,0.4,1.0,1.0,0.16000000000000003,False
80.0,512,4.999999999999999,32,0.0,128,0.05,0.2,0.0,sigma_squared,0.16,0.023690984957363853,0.18952787965891088,0.9968945939162273,7.97515675132982,4,1.0,False,1.0,1.0,102.40000000000002,8604,0.4,1.0,1.0,0.16000000000000003,True
80.0,512,4.999999999999999,32,0.0,128,0.05,0.2,0.0,sigma_squared,0.16,0.02162407930563606,0.17299263444508844,0.9969519953735622,7.975615962988496,4,1.0,False,1.0,1.0,102.40000000000002,8605,0.4,1.0,1.0,0.16000000000000003,True
80.0,1024,9.999999999999998,32,0.0,128,0.05,0.2,0.0,sigma_squared,0.16,0.011793504106522947,0.09434803285218357,0.9971022419861009,7.976817935888807,4,1.0,False,1.0,1.0,102.40000000000002,8601,0.4,1.0,1.0,0.16000000000000003,True
80.0,1024,9.999999999999998,32,0.0,128,0.05,0.2,0.0,sigma_squared,0.16,0.011437083340815094,0.09149666672652076,0.9981772226702532,7.9854177813620275,4,1.0,False,1.0,1.0,102.40000000000002,8602,0.4,1.0,1.0,0.16000000000000003,True
80.0,1024,9.999999999999998,32,0.0,128,0.05,0.2,0.0,sigma_squared,0.16,0.012425868725262884,0.09940694980210307,0.9973183693427953,7.978546954742362,4,1.0,False,1.0,1.0,102.40000000000002,8603,0.4,1.0,1.0,0.16000000000000003,True
80.0,1024,9.999999999999998,32,0.0,128,0.05,0.2,0.0,sigma_squared,0.16,0.011813675558888485,0.09450940447110791,0.9968945939162273,7.97515675132982,4,1.0,False,1.0,1.0,102.40000000000002,8604,0.4,1.0,1.0,0.16000000000000003,True
80.0,1024,9.999999999999998,32,0.0,128,0.05,0.2,0.0,sigma_squared,0.16,0.010858446936959126,0.08686757549567299,0.9969519953735622,7.975615962988496,4,1.0,False,1.0,1.0,102.40000000000002,8605,0.4,1.0,1.0,0.16000000000000003,True
80.0,2048,19.999999999999996,32,6.938893903907228e-18,128,0.05,0.2,0.0,sigma_squared,0.16,0.0059020533348733036,0.04721642667898643,0.9971022419861009,7.976817935888807,4,1.0,False,1.0,1.0,102.40000000000002,8601,0.4,1.0,1.0,0.16000000000000003,True
80.0,2048,19.999999999999996,32,6.938893903907228e-18,128,0.05,0.2,0.0,sigma_squared,0.16,0.0057207133857177265,0.04576570708574182,0.9981772226702532,7.9854177813620275,4,1.0,False,1.0,1.0,102.40000000000002,8602,0.4,1.0,1.0,0.16000000000000003,True
80.0,2048,19.999999999999996,32,0.0,128,0.05,0.2,0.0,sigma_squared,0.16,0.006172394880539894,0.04937915904431915,0.9973183693427953,7.978546954742362,4,1.0,False,1.0,1.0,102.40000000000002,8603,0.4,1.0,1.0,0.16000000000000003,True
80.0,2048,19.999999999999996,32,0.0,128,0.05,0.2,0.0,sigma_squared,0.16,0.005899664166738492,0.04719731333390795,0.9968945939162273,7.97515675132982,4,1.0,False,1.0,1.0,102.40000000000002,8604,0.4,1.0,1.0,0.16000000000000003,True
80.0,2048,19.999999999999996,32,0.0,128,0.05,0.2,0.0,sigma_squared,0.16,0.005452257326273767,0.04361805861019013,0.9969519953735622,7.975615962988496,4,1.0,False,1.0,1.0,102.40000000000002,8605,0.4,1.0,1.0,0.16000000000000003,True
80.0,4096,39.99999999999999,32,0.0,128,0.05,0.2,0.0,sigma_squared,0.16,0.0029537595572013534,0.023630076457610828,0.9971022419861009,7.976817935888807,4,1.0,False,1.0,1.0,102.40000000000002,8601,0.4,1.0,1.0,0.16000000000000003,True
80.0,4096,39.99999999999999,32,0.0,128,0.05,0.2,0.0,sigma_squared,0.16,0.00286242121261334,0.022899369700906724,0.9981772226702532,7.9854177813620275,4,1.0,False,1.0,1.0,102.40000000000002,8602,0.4,1.0,1.0,0.16000000000000003,True
80.0,4096,39.99999999999999,32,0.0,128,0.05,0.2,0.0,sigma_squared,0.16,0.0030735072537072207,0.024588058029657765,0.9973183693427953,7.978546954742362,4,1.0,False,1.0,1.0,102.40000000000002,8603,0.4,1.0,1.0,0.16000000000000003,True
80.0,4096,39.99999999999999,32,0.0,128,0.05,0.2,0.0,sigma_squared,0.16,0.0029483416794926784,0.023586733435941434,0.9968945939162273,7.97515675132982,4,1.0,False,1.0,1.0,102.40000000000002,8604,0.4,1.0,1.0,0.16000000000000003,True
80.0,4096,39.99999999999999,32,0.0,128,0.05,0.2,0.0,sigma_squared,0.16,0.002735929635939015,0.021887437087512118,0.9969519953735622,7.975615962988496,4,1.0,False,1.0,1.0,102.40000000000002,8605,0.4,1.0,1.0,0.16000000000000003,True
80.0,32,0.07812499999999999,32,3.552713678800501e-15,128,0.05,0.2,0.0,sigma_squared,0.64,2.0962330131300417,16.769864105040334,0.9971022419861009,7.976817935888807,4,1.0,False,1.0,1.0,409.6000000000001,8601,0.8,1.0,1.0,0.6400000000000001,False
80.0,32,0.07812499999999999,32,1.7763568394002505e-15,128,0.05,0.2,0.0,sigma_squared,0.64,1.8062321505700232,14.449857204560189,0.9981772226702532,7.9854177813620275,4,1.0,False,1.0,1.0,409.6000000000001,8602,0.8,1.0,1.0,0.6400000000000001,False
80.0,32,0.07812499999999999,32,0.0,128,0.05,0.2,0.0,sigma_squared,0.64,2.002237093219907,16.017896745759256,0.9973183693427953,7.978546954742362,4,1.0,False,1.0,1.0,409.6000000000001,8603,0.8,1.0,1.0,0.6400000000000001,False
80.0,32,0.07812499999999999,32,0.0,128,0.05,0.2,0.0,sigma_squared,0.64,1.8384330393379391,14.707464314703516,0.9968945939162273,7.97515675132982,4,1.0,False,1.0,1.0,409.6000000000001,8604,0.8,1.0,1.0,0.6400000000000001,False
80.0,32,0.07812499999999999,32,3.552713678800501e-15,128,0.05,0.2,0.0,sigma_squared,0.64,2.029652195686174,16.237217565489388,0.9969519953735622,7.975615962988496,4,1.0,False,1.0,1.0,409.6000000000001,8605,0.8,1.0,1.0,0.6400000000000001,False
80.0,64,0.15624999999999997,32,1.7763568394002505e-15,128,0.05,0.2,0.0,sigma_squared,0.64,1.2847611211111984,10.278088968889588,0.9971022419861009,7.976817935888807,4,1.0,False,1.0,1.0,409.6000000000001,8601,0.8,1.0,1.0,0.6400000000000001,False
80.0,64,0.15624999999999997,32,0.0,128,0.05,0.2,0.0,sigma_squared,0.64,0.9266260366295657,7.413008293036527,0.9981772226702532,7.9854177813620275,4,1.0,False,1.0,1.0,409.6000000000001,8602,0.8,1.0,1.0,0.6400000000000001,False
80.0,64,0.15624999999999997,32,0.0,128,0.05,0.2,0.0,sigma_squared,0.64,1.0830254617451778,8.664203693961422,0.9973183693427953,7.978546954742362,4,1.0,False,1.0,1.0,409.6000000000001,8603,0.8,1.0,1.0,0.6400000000000001,False
80.0,64,0.15624999999999997,32,0.0,128,0.05,0.2,0.0,sigma_squared,0.64,0.9290773983589746,7.432619186871799,0.9968945939162273,7.97515675132982,4,1.0,False,1.0,1.0,409.6000000000001,8604,0.8,1.0,1.0,0.6400000000000001,False
80.0,64,0.15624999999999997,32,0.0,128,0.05,0.2,0.0,sigma_squared,0.64,1.0955116391390702,8.76409311311256,0.9969519953735622,7.975615962988496,4,1.0,False,1.0,1.0,409.6000000000001,8605,0.8,1.0,1.0,0.6400000000000001,False
80.0,128,0.31249999999999994,32,0.0,128,0.05,0.2,0.0,sigma_squared,0.64,0.4141522914231055,3.313218331384844,0.9971022419861009,7.976817935888807,4,1.0,False,1.0,1.0,409.6000000000001,8601,0.8,1.0,1.0,0.6400000000000001,False
80.0,128,0.31249999999999994,32,0.0,128,0.05,0.2,0.0,sigma_squared,0.64,0.4196890310398428,3.357512248318743,0.9981772226702532,7.9854177813620275,4,1.0,False,1.0,1.0,409.6000000000001,8602,0.8,1.0,1.0,0.6400000000000001,False
80.0,128,0.31249999999999994,32,0.0,128,0.05,0.2,0.0,sigma_squared,0.64,0.4790284815336402,3.8322278522691215,0.9973183693427953,7.978546954742362,4,1.0,False,1.0,1.0,409.6000000000001,8603,0.8,1.0,1.0,0.6400000000000001,False
80.0,128,0.31249999999999994,32,4.440892098500626e-16,128,0.05,0.2,0.0,sigma_squared,0.64,0.40967698174852546,3.2774158539882046,0.9968945939162273,7.97515675132982,4,1.0,False,1.0,1.0,409.6000000000001,8604,0.8,1.0,1.0,0.6400000000000001,False
80.0,128,0.31249999999999994,32,0.0,128,0.05,0.2,0.0,sigma_squared,0.64,0.37915438299763665,3.0332350639810928,0.9969519953735622,7.975615962988496,4,1.0,False,1.0,1.0,409.6000000000001,8605,0.8,1.0,1.0,0.6400000000000001,False
80.0,256,0.6249999999999999,32,0.0,128,0.05,0.2,0.0,sigma_squared,0.64,0.19428794506063654,1.5543035604850923,0.9971022419861009,7.976817935888807,4,1.0,False,1.0,1.0,409.6000000000001,8601,0.8,1.0,1.0,0.6400000000000001,False
80.0,256,0.6249999999999999,32,0.0,128,0.05,0.2,0.0,sigma_squared,0.64,0.19233370992136906,1.538669679370953,0.9981772226702532,7.9854177813620275,4,1.0,False,1.0,1.0,409.6000000000001,8602,0.8,1.0,1.0,0.6400000000000001,False
80.0,256,0.6249999999999999,32,0.0,128,0.05,0.2,0.0,sigma_squared,0.64,0.22155657230043324,1.772452578403466,0.9973183693427953,7.978546954742362,4,1.0,False,1.0,1.0,409.6000000000001,8603,0.8,1.0,1.0,0.6400000000000001,False
80.0,256,0.6249999999999999,32,0.0,128,0.05,0.2,0.0,sigma_squared,0.64,0.197131195896845,1.5770495671747604,0.9968945939162273,7.97515675132982,4,1.0,False,1.0,1.0,409.6000000000001,8604,0.8,1.0,1.0,0.6400000000000001,False
80.0,256,0.6249999999999999,32,2.220446049250313e-16,128,0.05,0.2,0.0,sigma_squared,0.64,0.17685541302283167,1.4148433041826531,0.9969519953735622,7.975615962988496,4,1.0,False,1.0,1.0,409.6000000000001,8605,0.8,1.0,1.0,0.6400000000000001,False
80.0,512,1.2499999999999998,32,0.0,128,0.05,0.2,0.0,sigma_squared,0.64,0.09507048023079476,0.7605638418463581,0.9971022419861009,7.976817935888807,4,1.0,False,1.0,1.0,409.6000000000001,8601,0.8,1.0,1.0,0.6400000000000001,False
80.0,512,1.2499999999999998,32,1.1102230246251565e-16,128,0.05,0.2,0.0,sigma_squared,0.64,0.09302699660314236,0.744215972825139,0.9981772226702532,7.9854177813620275,4,1.0,False,1.0,1.0,409.6000000000001,8602,0.8,1.0,1.0,0.6400000000000001,False
