K1_eta1_sigma_k,N,N_over_sample_expression,T,checker_absolute_difference,d,eta1,eta2,exact_rip_delta,factor,factor_value,final_normalized_stacked_distance_squared,final_stacked_distance_squared,initial_normalized_stacked_distance_squared,initial_stacked_distance_squared,k,kappa,permuted_task_control,realized_condition_number,realized_sigma_k_M_star,sample_expression_without_hidden_constants,seed,sigma,sigma_1_M_star,sigma_k,sigma_squared,success
80.0,512,1.2499999999999998,32,0.0,128,0.05,0.2,0.0,sigma_squared,0.64,0.10542023283257787,0.843361862660623,0.9973183693427953,7.978546954742362,4,1.0,False,1.0,1.0,409.6000000000001,8603,0.8,1.0,1.0,0.6400000000000001,False
80.0,512,1.2499999999999998,32,0.0,128,0.05,0.2,0.0,sigma_squared,0.64,0.0964091997857386,0.771273598285909,0.9968945939162273,7.97515675132982,4,1.0,False,1.0,1.0,409.6000000000001,8604,0.8,1.0,1.0,0.6400000000000001,False
80.0,512,1.2499999999999998,32,0.0,128,0.05,0.2,0.0,sigma_squared,0.64,0.08659932292699506,0.6927945834159603,0.9969519953735622,7.975615962988496,4,1.0,False,1.0,1.0,409.6000000000001,8605,0.8,1.0,1.0,0.6400000000000001,False
80.0,1024,2.4999999999999996,32,5.551115123125783e-17,128,0.05,0.2,0.0,sigma_squared,0.64,0.04722021525248804,0.3777617220199043,0.9971022419861009,7.976817935888807,4,1.0,False,1.0,1.0,409.6000000000001,8601,0.8,1.0,1.0,0.6400000000000001,False
80.0,1024,2.4999999999999996,32,0.0,128,0.05,0.2,0.0,sigma_squared,0.64,0.04596260521690072,0.36770084173520584,0.9981772226702532,7.9854177813620275,4,1.0,False,1.0,1.0,409.6000000000001,8602,0.8,1.0,1.0,0.6400000000000001,False
80.0,1024,2.4999999999999996,32,5.551115123125783e-17,128,0.05,0.2,0.0,sigma_squared,0.64,0.051141990101396875,0.409135920811175,0.9973183693427953,7.978546954742362,4,1.0,False,1.0,1.0,409.6000000000001,8603,0.8,1.0,1.0,0.6400000000000001,False
80.0,1024,2.4999999999999996,32,5.551115123125783e-17,128,0.05,0.2,0.0,sigma_squared,0.64,0.04765161687772686,0.38121293502181497,0.9968945939162273,7.97515675132982,4,1.0,False,1.0,1.0,409.6000000000001,8604,0.8,1.0,1.0,0.6400000000000001,False
80.0,1024,2.4999999999999996,32,0.0,128,0.05,0.2,0.0,sigma_squared,0.64,0.04313795692396711,0.3451036553917368,0.9969519953735622,7.975615962988496,4,1.0,False,1.0,1.0,409.6000000000001,8605,0.8,1.0,1.0,0.6400000000000001,False
80.0,2048,4.999999999999999,32,0.0,128,0.05,0.2,0.0,sigma_squared,0.64,0.023577558521187023,0.18862046816949618,0.9971022419861009,7.976817935888807,4,1.0,False,1.0,1.0,409.6000000000001,8601,0.8,1.0,1.0,0.6400000000000001,True
80.0,2048,4.999999999999999,32,0.0,128,0.05,0.2,0.0,sigma_squared,0.64,0.022891941928704817,0.18313553542963856,0.9981772226702532,7.9854177813620275,4,1.0,False,1.0,1.0,409.6000000000001,8602,0.8,1.0,1.0,0.6400000000000001,True
80.0,2048,4.999999999999999,32,0.0,128,0.05,0.2,0.0,sigma_squared,0.64,0.025118507634012622,0.20094806107210098,0.9973183693427953,7.978546954742362,4,1.0,False,1.0,1.0,409.6000000000001,8603,0.8,1.0,1.0,0.6400000000000001,False
80.0,2048,4.999999999999999,32,0.0,128,0.05,0.2,0.0,sigma_squared,0.64,0.023690984957363853,0.18952787965891088,0.9968945939162273,7.97515675132982,4,1.0,False,1.0,1.0,409.6000000000001,8604,0.8,1.0,1.0,0.6400000000000001,True
80.0,2048,4.999999999999999,32,0.0,128,0.05,0.2,0.0,sigma_squared,0.64,0.02162407930563606,0.17299263444508844,0.9969519953735622,7.975615962988496,4,1.0,False,1.0,1.0,409.6000000000001,8605,0.8,1.0,1.0,0.6400000000000001,True
80.0,4096,9.999999999999998,32,0.0,128,0.05,0.2,0.0,sigma_squared,0.64,0.011793504106522947,0.09434803285218357,0.9971022419861009,7.976817935888807,4,1.0,False,1.0,1.0,409.6000000000001,8601,0.8,1.0,1.0,0.6400000000000001,True
80.0,4096,9.999999999999998,32,0.0,128,0.05,0.2,0.0,sigma_squared,0.64,0.011437083340815094,0.09149666672652076,0.9981772226702532,7.9854177813620275,4,1.0,False,1.0,1.0,409.6000000000001,8602,0.8,1.0,1.0,0.6400000000000001,True
80.0,4096,9.999999999999998,32,0.0,128,0.05,0.2,0.0,sigma_squared,0.64,0.012425868725262884,0.09940694980210307,0.9973183693427953,7.978546954742362,4,1.0,False,1.0,1.0,409.6000000000001,8603,0.8,1.0,1.0,0.6400000000000001,True
80.0,4096,9.999999999999998,32,0.0,128,0.05,0.2,0.0,sigma_squared,0.64,0.011813675558888485,0.09450940447110791,0.9968945939162273,7.97515675132982,4,1.0,False,1.0,1.0,409.6000000000001,8604,0.8,1.0,1.0,0.6400000000000001,True
80.0,4096,9.999999999999998,32,0.0,128,0.05,0.2,0.0,sigma_squared,0.64,0.010858446936959126,0.08686757549567299,0.9969519953735622,7.975615962988496,4,1.0,False,1.0,1.0,409.6000000000001,8605,0.8,1.0,1.0,0.6400000000000001,True
80.0,32,0.5208333333333333,32,4.440892098500626e-16,64,0.05,0.2,0.0,d_plus_T,96.0,0.31516537650928794,2.5213230120743035,0.9961403701762006,7.969122961409605,4,1.0,False,1.0,1.0,61.44000000000001,8601,0.4,1.0,1.0,0.16000000000000003,False
80.0,32,0.5208333333333333,32,0.0,64,0.05,0.2,0.0,d_plus_T,96.0,0.25384350390016264,2.030748031201301,0.9970181721180251,7.976145376944201,4,1.0,False,1.0,1.0,61.44000000000001,8602,0.4,1.0,1.0,0.16000000000000003,False
80.0,32,0.5208333333333333,32,0.0,64,0.05,0.2,0.0,d_plus_T,96.0,0.2898174067250859,2.3185392538006866,0.9946300955968747,7.957040764774996,4,1.0,False,1.0,1.0,61.44000000000001,8603,0.4,1.0,1.0,0.16000000000000003,False
80.0,32,0.5208333333333333,32,0.0,64,0.05,0.2,0.0,d_plus_T,96.0,0.26037825626426103,2.0830260501140883,0.9945748984285605,7.956599187428484,4,1.0,False,1.0,1.0,61.44000000000001,8604,0.4,1.0,1.0,0.16000000000000003,False
80.0,32,0.5208333333333333,32,0.0,64,0.05,0.2,0.0,d_plus_T,96.0,0.27964565063153574,2.237165205052286,0.9960742592838078,7.968594074270462,4,1.0,False,1.0,1.0,61.44000000000001,8605,0.4,1.0,1.0,0.16000000000000003,False
80.0,64,1.0416666666666665,32,0.0,64,0.05,0.2,0.0,d_plus_T,96.0,0.13242424652073045,1.0593939721658436,0.9961403701762006,7.969122961409605,4,1.0,False,1.0,1.0,61.44000000000001,8601,0.4,1.0,1.0,0.16000000000000003,False
80.0,64,1.0416666666666665,32,0.0,64,0.05,0.2,0.0,d_plus_T,96.0,0.12321898121671507,0.9857518497337205,0.9970181721180251,7.976145376944201,4,1.0,False,1.0,1.0,61.44000000000001,8602,0.4,1.0,1.0,0.16000000000000003,False
80.0,64,1.0416666666666665,32,0.0,64,0.05,0.2,0.0,d_plus_T,96.0,0.13132441064584696,1.0505952851667755,0.9946300955968747,7.957040764774996,4,1.0,False,1.0,1.0,61.44000000000001,8603,0.4,1.0,1.0,0.16000000000000003,False
80.0,64,1.0416666666666665,32,0.0,64,0.05,0.2,0.0,d_plus_T,96.0,0.11711142931811509,0.9368914345449207,0.9945748984285605,7.956599187428484,4,1.0,False,1.0,1.0,61.44000000000001,8604,0.4,1.0,1.0,0.16000000000000003,False
80.0,64,1.0416666666666665,32,0.0,64,0.05,0.2,0.0,d_plus_T,96.0,0.12597738794469338,1.007819103557547,0.9960742592838078,7.968594074270462,4,1.0,False,1.0,1.0,61.44000000000001,8605,0.4,1.0,1.0,0.16000000000000003,False
80.0,128,2.083333333333333,32,5.551115123125783e-17,64,0.05,0.2,0.0,d_plus_T,96.0,0.061213112631649365,0.4897049010531949,0.9961403701762006,7.969122961409605,4,1.0,False,1.0,1.0,61.44000000000001,8601,0.4,1.0,1.0,0.16000000000000003,False
80.0,128,2.083333333333333,32,0.0,64,0.05,0.2,0.0,d_plus_T,96.0,0.06089128849537624,0.48713030796300993,0.9970181721180251,7.976145376944201,4,1.0,False,1.0,1.0,61.44000000000001,8602,0.4,1.0,1.0,0.16000000000000003,False
80.0,128,2.083333333333333,32,0.0,64,0.05,0.2,0.0,d_plus_T,96.0,0.061924049545587355,0.4953923963646988,0.9946300955968747,7.957040764774996,4,1.0,False,1.0,1.0,61.44000000000001,8603,0.4,1.0,1.0,0.16000000000000003,False
80.0,128,2.083333333333333,32,0.0,64,0.05,0.2,0.0,d_plus_T,96.0,0.055818672340173195,0.44654937872138556,0.9945748984285605,7.956599187428484,4,1.0,False,1.0,1.0,61.44000000000001,8604,0.4,1.0,1.0,0.16000000000000003,False
80.0,128,2.083333333333333,32,5.551115123125783e-17,64,0.05,0.2,0.0,d_plus_T,96.0,0.058996962420254886,0.4719756993620391,0.9960742592838078,7.968594074270462,4,1.0,False,1.0,1.0,61.44000000000001,8605,0.4,1.0,1.0,0.16000000000000003,False
80.0,256,4.166666666666666,32,0.0,64,0.05,0.2,0.0,d_plus_T,96.0,0.029407373701164308,0.23525898960931446,0.9961403701762006,7.969122961409605,4,1.0,False,1.0,1.0,61.44000000000001,8601,0.4,1.0,1.0,0.16000000000000003,False
80.0,256,4.166666666666666,32,0.0,64,0.05,0.2,0.0,d_plus_T,96.0,0.030235063638933232,0.24188050911146586,0.9970181721180251,7.976145376944201,4,1.0,False,1.0,1.0,61.44000000000001,8602,0.4,1.0,1.0,0.16000000000000003,False
80.0,256,4.166666666666666,32,0.0,64,0.05,0.2,0.0,d_plus_T,96.0,0.029867360321469607,0.23893888257175683,0.9946300955968747,7.957040764774996,4,1.0,False,1.0,1.0,61.44000000000001,8603,0.4,1.0,1.0,0.16000000000000003,False
80.0,256,4.166666666666666,32,0.0,64,0.05,0.2,0.0,d_plus_T,96.0,0.02728265969876467,0.21826127759011735,0.9945748984285605,7.956599187428484,4,1.0,False,1.0,1.0,61.44000000000001,8604,0.4,1.0,1.0,0.16000000000000003,False
80.0,256,4.166666666666666,32,2.7755575615628914e-17,64,0.05,0.2,0.0,d_plus_T,96.0,0.028422527421731406,0.22738021937385125,0.9960742592838078,7.968594074270462,4,1.0,False,1.0,1.0,61.44000000000001,8605,0.4,1.0,1.0,0.16000000000000003,False
80.0,512,8.333333333333332,32,0.0,64,0.05,0.2,0.0,d_plus_T,96.0,0.014389241341345584,0.11511393073076467,0.9961403701762006,7.969122961409605,4,1.0,False,1.0,1.0,61.44000000000001,8601,0.4,1.0,1.0,0.16000000000000003,True
80.0,512,8.333333333333332,32,0.0,64,0.05,0.2,0.0,d_plus_T,96.0,0.015048099937884085,0.12038479950307268,0.9970181721180251,7.976145376944201,4,1.0,False,1.0,1.0,61.44000000000001,8602,0.4,1.0,1.0,0.16000000000000003,True
80.0,512,8.333333333333332,32,0.0,64,0.05,0.2,0.0,d_plus_T,96.0,0.014600153732096022,0.11680122985676816,0.9946300955968747,7.957040764774996,4,1.0,False,1.0,1.0,61.44000000000001,8603,0.4,1.0,1.0,0.16000000000000003,True
80.0,512,8.333333333333332,32,0.0,64,0.05,0.2,0.0,d_plus_T,96.0,0.013493598773686282,0.10794879018949026,0.9945748984285605,7.956599187428484,4,1.0,False,1.0,1.0,61.44000000000001,8604,0.4,1.0,1.0,0.16000000000000003,True
80.0,512,8.333333333333332,32,0.0,64,0.05,0.2,0.0,d_plus_T,96.0,0.013922178278053664,0.11137742622442931,0.9960742592838078,7.968594074270462,4,1.0,False,1.0,1.0,61.44000000000001,8605,0.4,1.0,1.0,0.16000000000000003,True
80.0,1024,16.666666666666664,32,0.0,64,0.05,0.2,0.0,d_plus_T,96.0,0.007107651424431236,0.05686121139544989,0.9961403701762006,7.969122961409605,4,1.0,False,1.0,1.0,61.44000000000001,8601,0.4,1.0,1.0,0.16000000000000003,True
80.0,1024,16.666666666666664,32,1.3877787807814457e-17,64,0.05,0.2,0.0,d_plus_T,96.0,0.0075006824201599345,0.060005459361279476,0.9970181721180251,7.976145376944201,4,1.0,False,1.0,1.0,61.44000000000001,8602,0.4,1.0,1.0,0.16000000000000003,True
80.0,1024,16.666666666666664,32,0.0,64,0.05,0.2,0.0,d_plus_T,96.0,0.007196201288932833,0.057569610311462655,0.9946300955968747,7.957040764774996,4,1.0,False,1.0,1.0,61.44000000000001,8603,0.4,1.0,1.0,0.16000000000000003,True
80.0,1024,16.666666666666664,32,0.0,64,0.05,0.2,0.0,d_plus_T,96.0,0.006711925284609052,0.05369540227687242,0.9945748984285605,7.956599187428484,4,1.0,False,1.0,1.0,61.44000000000001,8604,0.4,1.0,1.0,0.16000000000000003,True
80.0,1024,16.666666666666664,32,0.0,64,0.05,0.2,0.0,d_plus_T,96.0,0.006881417435496758,0.05505133948397407,0.9960742592838078,7.968594074270462,4,1.0,False,1.0,1.0,61.44000000000001,8605,0.4,1.0,1.0,0.16000000000000003,True
80.0,2048,33.33333333333333,32,0.0,64,0.05,0.2,0.0,d_plus_T,96.0,0.003528754228252059,0.028230033826016472,0.9961403701762006,7.969122961409605,4,1.0,False,1.0,1.0,61.44000000000001,8601,0.4,1.0,1.0,0.16000000000000003,True
80.0,2048,33.33333333333333,32,3.469446951953614e-18,64,0.05,0.2,0.0,d_plus_T,96.0,0.0037424500080473636,0.02993960006437891,0.9970181721180251,7.976145376944201,4,1.0,False,1.0,1.0,61.44000000000001,8602,0.4,1.0,1.0,0.16000000000000003,True
80.0,2048,33.33333333333333,32,0.0,64,0.05,0.2,0.0,d_plus_T,96.0,0.0035651468508866918,0.02852117480709353,0.9946300955968747,7.957040764774996,4,1.0,False,1.0,1.0,61.44000000000001,8603,0.4,1.0,1.0,0.16000000000000003,True
80.0,2048,33.33333333333333,32,0.0,64,0.05,0.2,0.0,d_plus_T,96.0,0.003347848674639826,0.026782789397118607,0.9945748984285605,7.956599187428484,4,1.0,False,1.0,1.0,61.44000000000001,8604,0.4,1.0,1.0,0.16000000000000003,True
80.0,2048,33.33333333333333,32,0.0,64,0.05,0.2,0.0,d_plus_T,96.0,0.00341799042565102,0.02734392340520816,0.9960742592838078,7.968594074270462,4,1.0,False,1.0,1.0,61.44000000000001,8605,0.4,1.0,1.0,0.16000000000000003,True
80.0,4096,66.66666666666666,32,0.0,64,0.05,0.2,0.0,d_plus_T,96.0,0.0017568822768320503,0.014055058214656403,0.9961403701762006,7.969122961409605,4,1.0,False,1.0,1.0,61.44000000000001,8601,0.4,1.0,1.0,0.16000000000000003,True
80.0,4096,66.66666666666666,32,0.0,64,0.05,0.2,0.0,d_plus_T,96.0,0.001868549016047544,0.014948392128380353,0.9970181721180251,7.976145376944201,4,1.0,False,1.0,1.0,61.44000000000001,8602,0.4,1.0,1.0,0.16000000000000003,True
80.0,4096,66.66666666666666,32,0.0,64,0.05,0.2,0.0,d_plus_T,96.0,0.0017719274947939937,0.014175419958351948,0.9946300955968747,7.957040764774996,4,1.0,False,1.0,1.0,61.44000000000001,8603,0.4,1.0,1.0,0.16000000000000003,True
80.0,4096,66.66666666666666,32,0.0,64,0.05,0.2,0.0,d_plus_T,96.0,0.0016720938628117786,0.013376750902494228,0.9945748984285605,7.956599187428484,4,1.0,False,1.0,1.0,61.44000000000001,8604,0.4,1.0,1.0,0.16000000000000003,True
80.0,4096,66.66666666666666,32,1.734723475976807e-18,64,0.05,0.2,0.0,d_plus_T,96.0,0.001702284028338611,0.013618272226708888,0.9960742592838078,7.968594074270462,4,1.0,False,1.0,1.0,61.44000000000001,8605,0.4,1.0,1.0,0.16000000000000003,True
80.0,32,0.31249999999999994,32,0.0,128,0.05,0.2,0.0,d_plus_T,160.0,0.4141522914231055,3.313218331384844,0.9971022419861009,7.976817935888807,4,1.0,False,1.0,1.0,102.40000000000002,8601,0.4,1.0,1.0,0.16000000000000003,False
80.0,32,0.31249999999999994,32,0.0,128,0.05,0.2,0.0,d_plus_T,160.0,0.4196890310398428,3.357512248318743,0.9981772226702532,7.9854177813620275,4,1.0,False,1.0,1.0,102.40000000000002,8602,0.4,1.0,1.0,0.16000000000000003,False
80.0,32,0.31249999999999994,32,0.0,128,0.05,0.2,0.0,d_plus_T,160.0,0.4790284815336402,3.8322278522691215,0.9973183693427953,7.978546954742362,4,1.0,False,1.0,1.0,102.40000000000002,8603,0.4,1.0,1.0,0.16000000000000003,False
80.0,32,0.31249999999999994,32,4.440892098500626e-16,128,0.05,0.2,0.0,d_plus_T,160.0,0.40967698174852546,3.2774158539882046,0.9968945939162273,7.97515675132982,4,1.0,False,1.0,1.0,102.40000000000002,8604,0.4,1.0,1.0,0.16000000000000003,False
80.0,32,0.31249999999999994,32,0.0,128,0.05,0.2,0.0,d_plus_T,160.0,0.37915438299763665,3.0332350639810928,0.9969519953735622,7.975615962988496,4,1.0,False,1.0,1.0,102.40000000000002,8605,0.4,1.0,1.0,0.16000000000000003,False
80.0,64,0.6249999999999999,32,0.0,128,0.05,0.2,0.0,d_plus_T,160.0,0.19428794506063654,1.5543035604850923,0.9971022419861009,7.976817935888807,4,1.0,False,1.0,1.0,102.40000000000002,8601,0.4,1.0,1.0,0.16000000000000003,False
80.0,64,0.6249999999999999,32,0.0,128,0.05,0.2,0.0,d_plus_T,160.0,0.19233370992136906,1.538669679370953,0.9981772226702532,7.9854177813620275,4,1.0,False,1.0,1.0,102.40000000000002,8602,0.4,1.0,1.0,0.16000000000000003,False
80.0,64,0.6249999999999999,32,0.0,128,0.05,0.2,0.0,d_plus_T,160.0,0.22155657230043324,1.772452578403466,0.9973183693427953,7.978546954742362,4,1.0,False,1.0,1.0,102.40000000000002,8603,0.4,1.0,1.0,0.16000000000000003,False
80.0,64,0.6249999999999999,32,0.0,128,0.05,0.2,0.0,d_plus_T,160.0,0.197131195896845,1.5770495671747604,0.9968945939162273,7.97515675132982,4,1.0,False,1.0,1.0,102.40000000000002,8604,0.4,1.0,1.0,0.16000000000000003,False
80.0,64,0.6249999999999999,32,2.220446049250313e-16,128,0.05,0.2,0.0,d_plus_T,160.0,0.17685541302283167,1.4148433041826531,0.9969519953735622,7.975615962988496,4,1.0,False,1.0,1.0,102.40000000000002,8605,0.4,1.0,1.0,0.16000000000000003,False
80.0,128,1.2499999999999998,32,0.0,128,0.05,0.2,0.0,d_plus_T,160.0,0.09507048023079476,0.7605638418463581,0.9971022419861009,7.976817935888807,4,1.0,False,1.0,1.0,102.40000000000002,8601,0.4,1.0,1.0,0.16000000000000003,False
80.0,128,1.2499999999999998,32,1.1102230246251565e-16,128,0.05,0.2,0.0,d_plus_T,160.0,0.09302699660314236,0.744215972825139,0.9981772226702532,7.9854177813620275,4,1.0,False,1.0,1.0,102.40000000000002,8602,0.4,1.0,1.0,0.16000000000000003,False
80.0,128,1.2499999999999998,32,0.0,128,0.05,0.2,0.0,d_plus_T,160.0,0.10542023283257787,0.843361862660623,0.9973183693427953,7.978546954742362,4,1.0,False,1.0,1.0,102.40000000000002,8603,0.4,1.0,1.0,0.16000000000000003,False
80.0,128,1.2499999999999998,32,0.0,128,0.05,0.2,0.0,d_plus_T,160.0,0.0964091997857386,0.771273598285909,0.9968945939162273,7.97515675132982,4,1.0,False,1.0,1.0,102.40000000000002,8604,0.4,1.0,1.0,0.16000000000000003,False
80.0,128,1.2499999999999998,32,0.0,128,0.05,0.2,0.0,d_plus_T,160.0,0.08659932292699506,0.6927945834159603,0.9969519953735622,7.975615962988496,4,1.0,False,1.0,1.0,102.40000000000002,8605,0.4,1.0,1.0,0.16000000000000003,False
80.0,256,2.4999999999999996,32,5.551115123125783e-17,128,0.05,0.2,0.0,d_plus_T,160.0,0.04722021525248804,0.3777617220199043,0.9971022419861009,7.976817935888807,4,1.0,False,1.0,1.0,102.40000000000002,8601,0.4,1.0,1.0,0.16000000000000003,False
80.0,256,2.4999999999999996,32,0.0,128,0.05,0.2,0.0,d_plus_T,160.0,0.04596260521690072,0.36770084173520584,0.9981772226702532,7.9854177813620275,4,1.0,False,1.0,1.0,102.40000000000002,8602,0.4,1.0,1.0,0.16000000000000003,False
80.0,256,2.4999999999999996,32,5.551115123125783e-17,128,0.05,0.2,0.0,d_plus_T,160.0,0.051141990101396875,0.409135920811175,0.9973183693427953,7.978546954742362,4,1.0,False,1.0,1.0,102.40000000000002,8603,0.4,1.0,1.0,0.16000000000000003,False
80.0,256,2.4999999999999996,32,5.551115123125783e-17,128,0.05,0.2,0.0,d_plus_T,160.0,0.04765161687772686,0.38121293502181497,0.9968945939162273,7.97515675132982,4,1.0,False,1.0,1.0,102.40000000000002,8604,0.4,1.0,1.0,0.16000000000000003,False
80.0,256,2.4999999999999996,32,0.0,128,0.05,0.2,0.0,d_plus_T,160.0,0.04313795692396711,0.3451036553917368,0.9969519953735622,7.975615962988496,4,1.0,False,1.0,1.0,102.40000000000002,8605,0.4,1.0,1.0,0.16000000000000003,False
80.0,512,4.999999999999999,32,0.0,128,0.05,0.2,0.0,d_plus_T,160.0,0.023577558521187023,0.18862046816949618,0.9971022419861009,7.976817935888807,4,1.0,False,1.0,1.0,102.40000000000002,8601,0.4,1.0,1.0,0.16000000000000003,True
80.0,512,4.999999999999999,32,0.0,128,0.05,0.2,0.0,d_plus_T,160.0,0.022891941928704817,0.18313553542963856,0.9981772226702532,7.9854177813620275,4,1.0,False,1.0,1.0,102.40000000000002,8602,0.4,1.0,1.0,0.16000000000000003,True
80.0,512,4.999999999999999,32,0.0,128,0.05,0.2,0.0,d_plus_T,160.0,0.025118507634012622,0.20094806107210098,0.9973183693427953,7.978546954742362,4,1.0,False,1.0,1.0,102.40000000000002,8603,0.4,1.0,1.0,0.16000000000000003,False
80.0,512,4.999999999999999,32,0.0,128,0.05,0.2,0.0,d_plus_T,160.0,0.023690984957363853,0.18952787965891088,0.9968945939162273,7.97515675132982,4,1.0,False,1.0,1.0,102.40000000000002,8604,0.4,1.0,1.0,0.16000000000000003,True
80.0,512,4.999999999999999,32,0.0,128,0.05,0.2,0.0,d_plus_T,160.0,0.02162407930563606,0.17299263444508844,0.9969519953735622,7.975615962988496,4,1.0,False,1.0,1.0,102.40000000000002,8605,0.4,1.0,1.0,0.16000000000000003,True
80.0,1024,9.999999999999998,32,0.0,128,0.05,0.2,0.0,d_plus_T,160.0,0.011793504106522947,0.09434803285218357,0.9971022419861009,7.976817935888807,4,1.0,False,1.0,1.0,102.40000000000002,8601,0.4,1.0,1.0,0.16000000000000003,True
80.0,1024,9.999999999999998,32,0.0,128,0.05,0.2,0.0,d_plus_T,160.0,0.011437083340815094,0.09149666672652076,0.9981772226702532,7.9854177813620275,4,1.0,False,1.0,1.0,102.40000000000002,8602,0.4,1.0,1.0,0.16000000000000003,True
80.0,1024,9.999999999999998,32,0.0,128,0.05,0.2,0.0,d_plus_T,160.0,0.012425868725262884,0.09940694980210307,0.9973183693427953,7.978546954742362,4,1.0,False,1.0,1.0,102.40000000000002,8603,0.4,1.0,1.0,0.16000000000000003,True
80.0,1024,9.999999999999998,32,0.0,128,0.05,0.2,0.0,d_plus_T,160.0,0.011813675558888485,0.09450940447110791,0.9968945939162273,7.97515675132982,4,1.0,False,1.0,1.0,102.40000000000002,8604,0.4,1.0,1.0,0.16000000000000003,True
80.0,1024,9.999999999999998,32,0.0,128,0.05,0.2,0.0,d_plus_T,160.0,0.010858446936959126,0.08686757549567299,0.9969519953735622,7.975615962988496,4,1.0,False,1.0,1.0,102.40000000000002,8605,0.4,1.0,1.0,0.16000000000000003,True
80.0,2048,19.999999999999996,32,6.938893903907228e-18,128,0.05,0.2,0.0,d_plus_T,160.0,0.0059020533348733036,0.04721642667898643,0.9971022419861009,7.976817935888807,4,1.0,False,1.0,1.0,102.40000000000002,8601,0.4,1.0,1.0,0.16000000000000003,True
80.0,2048,19.999999999999996,32,6.938893903907228e-18,128,0.05,0.2,0.0,d_plus_T,160.0,0.0057207133857177265,0.04576570708574182,0.9981772226702532,7.9854177813620275,4,1.0,False,1.0,1.0,102.40000000000002,8602,0.4,1.0,1.0,0.16000000000000003,True
80.0,2048,19.999999999999996,32,0.0,128,0.05,0.2,0.0,d_plus_T,160.0,0.006172394880539894,0.04937915904431915,0.9973183693427953,7.978546954742362,4,1.0,False,1.0,1.0,102.40000000000002,8603,0.4,1.0,1.0,0.16000000000000003,True
80.0,2048,19.999999999999996,32,0.0,128,0.05,0.2,0.0,d_plus_T,160.0,0.005899664166738492,0.04719731333390795,0.9968945939162273,7.97515675132982,4,1.0,False,1.0,1.0,102.40000000000002,8604,0.4,1.0,1.0,0.16000000000000003,True
80.0,2048,19.999999999999996,32,0.0,128,0.05,0.2,0.0,d_plus_T,160.0,0.005452257326273767,0.04361805861019013,0.9969519953735622,7.975615962988496,4,1.0,False,1.0,1.0,102.40000000000002,8605,0.4,1.0,1.0,0.16000000000000003,True
80.0,4096,39.99999999999999,32,0.0,128,0.05,0.2,0.0,d_plus_T,160.0,0.0029537595572013534,0.023630076457610828,0.9971022419861009,7.976817935888807,4,1.0,False,1.0,1.0,102.40000000000002,8601,0.4,1.0,1.0,0.16000000000000003,True
80.0,4096,39.99999999999999,32,0.0,128,0.05,0.2,0.0,d_plus_T,160.0,0.00286242121261334,0.022899369700906724,0.9981772226702532,7.9854177813620275,4,1.0,False,1.0,1.0,102.40000000000002,8602,0.4,1.0,1.0,0.16000000000000003,True
80.0,4096,39.99999999999999,32,0.0,128,0.05,0.2,0.0,d_plus_T,160.0,0.0030735072537072207,0.024588058029657765,0.9973183693427953,7.978546954742362,4,1.0,False,1.0,1.0,102.40000000000002,8603,0.4,1.0,1.0,0.16000000000000003,True
80.0,4096,39.99999999999999,32,0.0,128,0.05,0.2,0.0,d_plus_T,160.0,0.0029483416794926784,0.023586733435941434,0.9968945939162273,7.97515675132982,4,1.0,False,1.0,1.0,102.40000000000002,8604,0.4,1.0,1.0,0.16000000000000003,True
80.0,4096,39.99999999999999,32,0.0,128,0.05,0.2,0.0,d_plus_T,160.0,0.002735929635939015,0.021887437087512118,0.9969519953735622,7.975615962988496,4,1.0,False,1.0,1.0,102.40000000000002,8605,0.4,1.0,1.0,0.16000000000000003,True
80.0,32,0.17361111111111108,32,0.0,256,0.05,0.2,0.0,d_plus_T,288.0,0.6800604192107668,5.440483353686135,0.997575198908549,7.980601591268393,4,1.0,False,1.0,1.0,184.32000000000005,8601,0.4,1.0,1.0,0.16000000000000003,False
80.0,32,0.17361111111111108,32,0.0,256,0.05,0.2,0.0,d_plus_T,288.0,0.785921575581592,6.287372604652736,0.9979506002656061,7.983604802124849,4,1.0,False,1.0,1.0,184.32000000000005,8602,0.4,1.0,1.0,0.16000000000000003,False
80.0,32,0.17361111111111108,32,8.881784197001252e-16,256,0.05,0.2,0.0,d_plus_T,288.0,0.8916538594905737,7.13323087592459,0.9975412257342225,7.98032980587378,4,1.0,False,1.0,1.0,184.32000000000005,8603,0.4,1.0,1.0,0.16000000000000003,False
80.0,32,0.17361111111111108,32,0.0,256,0.05,0.2,0.0,d_plus_T,288.0,0.6708268474828084,5.366614779862467,0.9977804951381543,7.982243961105234,4,1.0,False,1.0,1.0,184.32000000000005,8604,0.4,1.0,1.0,0.16000000000000003,False
80.0,32,0.17361111111111108,32,0.0,256,0.05,0.2,0.0,d_plus_T,288.0,0.7490503873446187,5.992403098756949,0.9980618987696962,7.984495190157568,4,1.0,False,1.0,1.0,184.32000000000005,8605,0.4,1.0,1.0,0.16000000000000003,False
80.0,64,0.34722222222222215,32,0.0,256,0.05,0.2,0.0,d_plus_T,288.0,0.3414757982792173,2.731806386233739,0.997575198908549,7.980601591268393,4,1.0,False,1.0,1.0,184.32000000000005,8601,0.4,1.0,1.0,0.16000000000000003,False
