N,N_over_sample_expression,T,checker_absolute_difference,condition_number,d,error_over_sigma2_dk_over_NT,eta1,eta2,exact_rip_delta,factor,factor_value,final_parameter_error,final_relative_squared_error,first_hit_iteration,independent_final_error,initial_parameter_error,initial_relative_squared_error,k,permuted_task_control,route,sample_expression_without_hidden_constant,seed,sigma,sigma2_dk_over_NT,sigma_1_M_star,sigma_k_M_star,truth_factor_balance_residual
800,4.807692307692304,16,1.734723475976807e-18,1.0000000000000004,1024,1.016901398214313,0.04999999999999999,0.19999999999999996,0.0,d,1024,0.013016337897143206,0.05206535158857282,146,0.013016337897143208,0.25000080872644165,1.000003234905766,4,False,rate,166.40000000000012,8304,0.2,0.012800000000000002,1.0000000000000002,0.9999999999999998,6.257437146289252e-16
800,4.807692307692307,16,1.734723475976807e-18,1.0000000000000002,1024,1.0074873162827036,0.04999999999999999,0.19999999999999996,0.0,d,1024,0.012895837648418607,0.05158335059367443,143,0.012895837648418606,0.24999989443109127,0.9999995777243651,4,False,rate,166.40000000000003,8305,0.2,0.012800000000000002,1.0000000000000002,1.0,1.5095412058468819e-15
800,4.807692307692303,16,1.734723475976807e-18,1.0,1024,0.9854240952473574,0.05000000000000002,0.20000000000000007,0.0,d,1024,0.012613428419166177,0.05045371367666475,226,0.012613428419166179,0.24999961943635013,0.9999984777454012,4,False,rate,166.40000000000015,8306,0.2,0.012800000000000002,0.9999999999999997,0.9999999999999997,1.3221507884909283e-15
800,18.93939393939393,16,4.336808689942018e-19,1.0000000000000004,512,1.0816540502647487,0.04999999999999999,0.19999999999999996,0.0,k,2,0.0034612929608471964,0.02769034368677756,153,0.003461292960847196,0.12500026936147762,1.0000021548918208,2,False,rate,42.240000000000016,8301,0.2,0.0032000000000000006,1.0000000000000002,0.9999999999999999,4.965124490008802e-16
800,18.939393939393927,16,8.673617379884035e-19,1.0000000000000002,512,0.9781533311232752,0.05,0.2,0.0,k,2,0.0031300906595944813,0.025040725276755847,165,0.0031300906595944805,0.12500019901899012,1.0000015921519207,2,False,rate,42.24000000000003,8302,0.2,0.0032000000000000006,1.0,0.9999999999999998,6.753227850014633e-16
800,18.93939393939393,16,4.336808689942018e-19,1.0000000000000002,512,1.0453660381512724,0.05,0.2,0.0,k,2,0.003345171322084072,0.02676137057667257,140,0.0033451713220840717,0.12499976543574315,0.9999981234859449,2,False,rate,42.240000000000016,8303,0.2,0.0032000000000000006,1.0,0.9999999999999999,2.3737813726218517e-16
800,18.939393939393927,16,2.168404344971009e-18,1.0000000000000002,512,1.0648381088792338,0.05,0.2,0.0,k,2,0.003407481948413549,0.02725985558730839,128,0.003407481948413547,0.12499919123409156,0.9999935298727323,2,False,rate,42.24000000000003,8304,0.2,0.0032000000000000006,1.0,0.9999999999999998,1.1762614971979577e-16
800,18.939393939393927,16,8.673617379884035e-19,1.0000000000000002,512,1.0356319334725546,0.05,0.2,0.0,k,2,0.0033140221871121754,0.026512177496897403,157,0.0033140221871121762,0.12499986733860152,0.9999989387088122,2,False,rate,42.24000000000003,8305,0.2,0.0032000000000000006,1.0,0.9999999999999998,1.7931863506896892e-16
800,18.939393939393945,16,0.0,1.0,512,1.083224219231594,0.04999999999999999,0.19999999999999996,0.0,k,2,0.003466317501541101,0.027730540012328796,142,0.003466317501541101,0.1249998338107862,0.9999986704862892,2,False,rate,42.23999999999999,8306,0.2,0.0032000000000000006,1.0000000000000002,1.0000000000000002,8.019773005902393e-16
800,9.469696969696965,16,1.734723475976807e-18,1.0000000000000007,512,1.1282032607654622,0.04999999999999998,0.19999999999999993,0.0,k,4,0.007220500868898959,0.028882003475595823,134,0.0072205008688989575,0.2499996571090509,0.999998628436203,4,False,rate,84.48000000000003,8301,0.2,0.006400000000000001,1.0000000000000004,0.9999999999999999,1.3148174720347448e-15
